,Lot,PPN,cote,titre,nom de fichier attendu v2,Nalaka (JP2),handle Nakala jp2,poids (MB),georef,handle_full_georef,handle geotiff,handle geotiff pdf,handle geotiff points,handle geotiff jp2,poids (MB).1,northlimit,southlimit,westlimit,eastlimit,group,Notes
133,Lot 1,176659412,10-04-05-10,Carte des colonies de l'A.O.F. Kankan,B335222107_10_04_05_10_002.jp2,,11280/3e05e274,10.5,,,,,,,,,,,,,Notice
134,Lot 1,176659412,10-04-05-10,Carte des colonies de l'A.O.F. Kankan,B335222107_10_04_05_10_003.jp2,,11280/aa0e4195,21.3,,,,,,,,,,,,,Suite de la notice
135,Lot 1,176659412,10-04-05-10,Carte des colonies de l'A.O.F. Kankan,B335222107_10_04_05_10_004.jp2,,11280/7ba47873,10.6,,,,,,,,,,,,,Suite de la notice
136,Lot 1,176660003,10-04-05-11,Carte des colonies de l'A.O.F. Tenkodogo,B335222107_10_04_05_11_001.jp2,,11280/2c354ef9,128.7,,,,,,,,12.0,10.0,-3.0,0.0,,
137,Lot 1,176660631,10-04-05-12,Carte des colonies de l'A.O.F. Bondoukou,B335222107_10_04_05_12_001.jp2,,11280/6a6c081b,76.7,,,,,,,,10.01,7.99,-3.08,-1.52,,
138,Lot 1,176661085,10-04-05-13,Carte des colonies de l'A.O.F. Gaya,B335222107_10_04_05_13_001.jp2,,11280/ccb502f2,72.0,,,,,,,,,,,,,
139,Lot 1,176661085,10-04-05-13,Carte des colonies de l'A.O.F. Gaya,B335222107_10_04_05_13_002.jp2,,11280/e2bfd73e,10.6,,,,,,,,,,,,,Notice
140,Lot 1,176661085,10-04-05-13,Carte des colonies de l'A.O.F. Gaya,B335222107_10_04_05_13_003.jp2,,11280/e225aa31,18.8,,,,,,,,,,,,,Suite de la notice
141,Lot 1,17666145X,10-04-05-14,Carte des colonies de l'A.O.F. Kandi,B335222107_10_04_05_14_001.jp2,,11280/6dca80f3,130.2,,,,,,,,11.78,9.87,-0.11,2.99,,
142,Lot 1,176661778,10-04-05-15,Carte des colonies de l'A.O.F. Nikki,B335222107_10_04_05_15_001.jp2,,11280/43c37afe,72.2,,,,,,,,10.0,8.0,3.0,4.5,,
143,Lot 1,176662448,10-04-05-16,Carte des colonies de l'A.O.F. Parakou,B335222107_10_04_05_16_001.jp2,,11280/3d2afd76,130.2,,,,,,,,9.97,7.98,-0.09,2.99,,
144,Lot 1,176673415,10-04-05-17,Carte des colonies de l'A.O.F. Dakar,B335222107_10_04_05_17_001.jp2,,11280/566384d6,119.6,,,,,,,,16.0,14.0,-18.0,-15.0,,
145,Lot 1,176673687,10-04-05-18,Carte des colonies de l'A.O.F. Ziguinchor,B335222107_10_04_05_18_001.jp2,,11280/078cf585,117.7,,,,,,,,14.0,12.0,-18.0,-15.0,,
146,Lot 1,17667389X,10-04-05-19,Carte des colonies de l'A.O.F. Tambacounda,B335222107_10_04_05_19_001.jp2,,11280/f29d857f,121.5,,,,,,,,14.05,11.92,14.98,11.98,,
147,Lot 1,176674071,10-04-05-20,Carte des colonies de l'A.O.F. Bakel,B335222107_10_04_05_20_001.jp2,,11280/b36a1117,118.5,,,,,,,,16.0,14.0,-15.0,-12.0,,
148,Lot 1,176674365,10-04-05-21,Carte des colonies de l'A.O.F. Bamako,B335222107_10_04_05_21_001.jp2,,11280/5e5d90ab,128.2,,,,,,,,14.1,11.95,14.02,-5.97,,
149,Lot 1,176674632,10-04-05-22,Carte des colonies de l'A.O.F. Kayes,B335222107_10_04_05_22_001.jp2,,11280/7a3bd52c,126.4,,,,,,,,16.04,13.98,-12.06,-8.72,,
150,Lot 1,176674861,10-04-05-23,Carte des colonies de l'A.O.F. Kita,B335222107_10_04_05_23_001.jp2,,11280/ce336e18,129.5,,,,,,,,,,,,,
151,Lot 1,176674861,10-04-05-23,Carte des colonies de l'A.O.F. Kita,B335222107_10_04_05_23_002.jp2,,11280/d5bdcccd,10.4,,,,,,,,,,,,,Notice
152,Lot 1,176674861,10-04-05-23,Carte des colonies de l'A.O.F. Kita,B335222107_10_04_05_23_003.jp2,,11280/ee8123b5,20.4,,,,,,,,,,,,,Suite de la notice
153,Lot 1,176675086,10-04-05-24,Carte des colonies de l'A.O.F. Nara,B335222107_10_04_05_24_001.jp2,,11280/3c0af51e,126.7,,,,,,,,,,,,,
154,Lot 1,176675086,10-04-05-24,Carte des colonies de l'A.O.F. Nara,B335222107_10_04_05_24_002.jp2,,11280/004ecf90,10.6,,,,,,,,,,,,,Notice
155,Lot 1,176675086,10-04-05-24,Carte des colonies de l'A.O.F. Nara,B335222107_10_04_05_24_003.jp2,,11280/fc40f9e6,18.0,,,,,,,,,,,,,Suite de la notice
156,Lot 1,176676163,10-04-05-25,Carte des colonies de l'A.O.F. Mopti,B335222107_10_04_05_25_001.jp2,,11280/595e0dce,126.9,,10.34847/nkl.cac4b0zg,,,,,,,,,,,
157,Lot 1,176676163,10-04-05-25,Carte des colonies de l'A.O.F. Mopti,B335222107_10_04_05_25_002.jp2,,11280/b7d2a273,9.5,,,,,,,,,,,,,Notice
158,Lot 1,176676163,10-04-05-25,Carte des colonies de l'A.O.F. Mopti,B335222107_10_04_05_25_003.jp2,,11280/10ca608c,20.9,,,,,,,,,,,,,Suite notice
159,Lot 1,176676163,10-04-05-25,Carte des colonies de l'A.O.F. Mopti,B335222107_10_04_05_25_004.jp2,,11280/31915fec,10.3,,,,,,,,,,,,,Suite notice
160,Lot 1,176676805,10-04-05-26,Carte des colonies de l'A.O.F. San,B335222107_10_04_05_26_001.jp2,,11280/3d4340ce,130.3,,,,,,,,,,,,,
161,Lot 1,176676805,10-04-05-26,Carte des colonies de l'A.O.F. San,B335222107_10_04_05_26_002.jp2,,11280/768aeb49,10.4,,,,,,,,,,,,,Notice
162,Lot 1,176676805,10-04-05-26,Carte des colonies de l'A.O.F. San,B335222107_10_04_05_26_003.jp2,,11280/d892b729,20.7,,,,,,,,,,,,,Suite notice
163,Lot 1,176677194,10-04-05-27,Carte des colonies de l'A.O.F. Hombori,B335222107_10_04_05_27_001.jp2,,11280/64fbc18c,125.9,,,,,,,,16.04,13.97,-3.1,0.05,,
164,Lot 1,176677623,10-04-05-28,Carte des colonies de l'A.O.F. Ouagadougou,B335222107_10_04_05_28_001.jp2,,11280/00b19ebe,127.7,,,,,,,,14.12,11.88,-3.1,0.13,,
165,Lot 1,176677976,10-04-05-29,Carte des colonies de l'A.O.F. Tahoua,B335222107_10_04_05_29_001.jp2,,11280/1621af21,128.9,,,,,,,,15.99,13.99,2.98,5.99,,
166,Lot 1,176678247,10-04-05-30,Carte des colonies de l'A.O.F. Niamey,B335222107_10_04_05_30_001.jp2,,11280/11af7df7,127.9,,,,,,,,14.02,11.75,0.0,3.05,,
167,Lot 1,176678581,10-04-05-31,Carte des colonies de l'A.O.F. Dosso,B335222107_10_04_05_31_001.jp2,,11280/d6d80707,128.7,,,,,,,,14.0,12.0,3.0,6.0,,
168,Lot 1,176678905,10-04-05-32,Carte des colonies de l'A.O.F. Ansongo,B335222107_10_04_05_32_001.jp2,,11280/6e3c0980,126.0,,,,,,,,,,,,,
169,Lot 1,176678905,10-04-05-32,Carte des colonies de l'A.O.F. Ansongo,B335222107_10_04_05_32_002.jp2,,11280/0f306b28,10.4,,,,,,,,,,,,,Notice
170,Lot 1,176678905,10-04-05-32,Carte des colonies de l'A.O.F. Ansongo,B335222107_10_04_05_32_003.jp2,,11280/5b6b00ac,20.4,,,,,,,,,,,,,Suite notice
171,Lot 1,176678905,10-04-05-32,Carte des colonies de l'A.O.F. Ansongo,B335222107_10_04_05_32_004.jp2,,11280/b56573b3,10.1,,,,,,,,,,,,,Suite notice
172,Lot 1,174966377,10-04-07-01,Carte des possessions anglaises et françaises sur le Golfe de Guinée,B335222107_10_04_07_01_001.jp2,,11280/dbec2119,34.5,,,,,,,,9.96,2.2,-9.87,10.6,,
173,Lot 1,174969732,10-04-08-03,"Carte de la boucle du Niger. [partie ouest, sans le titre]",B335222107_10_04_08_03_001.jp2,,11280/2c127687,194.4,,,,,,,,17.08,3.93,-11.08,-1.65,,
174,Lot 1,174969732,10-04-08-04,"Carte de la boucle du Niger. [partie est, avec le titre]",B335222107_10_04_08_04_001.jp2,,11280/3f46383c,198.8,,,,,,,,17.0,3.97,17.09,6.94,,
175,Lot 1,176245286,10-04-09-01,"Côte d'Ivoire. Haut-San Pedro, Kremoue",B335222107_10_04_09_01_001.jp2,,11280/869b5e5d,83.8,,,,,,,,5.25,4.8,-7.43,-6.75,,
176,Lot 1,17624400X,10-04-09-02,"Côte d'Ivoire. Tabou, Béréby",B335222107_10_04_09_02_001.jp2,,11280/945ae967,87.7,,,,,,,,4.77,4.33,-7.46,-6.72,,
177,Lot 1,176200584,10-04-09-03,"Côte d'Ivoire. Cavally, Grabo",B335222107_10_04_09_03_001.jp2,,11280/10c9dc0a,85.0,,,,,,,,4.95,4.58,-8.02,-7.38,,
178,Lot 1,176199152,10-04-09-04,"Côte d'Ivoire. Cap des Palmes, Cavally",B335222107_10_04_09_04_001.jp2,,11280/f3d142b5,87.4,,,,,,,,4.63,4.21,-8.11,-7.37,,
179,Lot 1,176250956,10-04-09-05,Côte d'Ivoire [Tableau d'assemblage],B335222107_10_04_09_05_001.jp2,,11280/fc5f0dd4,85.0,,,,,,,,6.17,4.18,-7.69,-5.45,,
180,Lot 1,176246142,10-04-09-06,"Côte d'Ivoire. San Pedro, Drewin",B335222107_10_04_09_06_001.jp2,,11280/c781d90b,86.0,,,,,,,,5.11,4.6,-6.81,-6.05,,
181,Lot 1,17624655X,10-04-09-07,"Côte d'Ivoire. Kouati, Doboue",B335222107_10_04_09_07_001.jp2,,11280/36e7a151,84.4,,,,,,,,5.66,5.09,-6.87,-6.05,,
182,Lot 1,176247068,10-04-09-08,"Côte d'Ivoire. Sassandra, Fresco",B335222107_10_04_09_08_001.jp2,,11280/627c4ffc,86.2,,,,,,,,5.28,4.88,-6.13,-5.44,,
183,Lot 1,176248668,10-04-09-09,"Côte d'Ivoire. Haut-Sassandra, Daguire",B335222107_10_04_09_09_001.jp2,,11280/db5f7fa4,83.8,,,,,,,,5.78,5.33,-6.07,-5.4,,
184,Lot 1,176292438,10-04-10-01,Colonie de la Côte d'Ivoire. Grand Lahou. Lagune de Lahou et rivière Bandama,B335222107_10_04_10_01_001.jp2,,11280/335a1095,85.4,,,,,,,,5.63,4.95,-5.51,-4.64,,
185,Lot 1,176316760,10-04-10-02,Colonie de la Côte d'Ivoire. Ouosso. Région sud du Baoulé,B335222107_10_04_10_02_001.jp2,,11280/ebc06064,85.1,,,,,,,,6.33,6.04,-5.13,-4.68,,
186,Lot 1,176317260,10-04-10-03,Colonie de la Côte d'Ivoire. Toumodi. Régions centrales du Baoulé,B335222107_10_04_10_03_001.jp2,,11280/b2e240e7,84.6,,,,,,,,6.68,6.27,-5.21,-4.66,,
187,Lot 1,176317627,10-04-10-04,Colonie de la Côte d'Ivoire. Tiassalé. Vallées des rivières Bandama et H'Zini,B335222107_10_04_10_04_001.jp2,,11280/b00359d2,84.5,,,,,,,,6.1,5.52,-5.1,-4.72,,
188,Lot 1,176340793,10-04-11-01,Carte administrative de la Côte d'Ivoire. Répartition des cercles au 1er janvier 1909,B335222107_10_04_11_01_001.jp2,,11280/d7fff046,52.3,,,,,,,,11.18,3.33,-9.29,-2.25,,
189,Lot 1,91029503,10-04-12-01,Carte du Bas-Dahomey. Grand-Popo,B335222107_10_04_12_01_001.jp2,,11280/84fd7419,122.5,,,,,,,,6.68,6.11,1.49,1.95,,
190,Lot 1,176343474,10-04-12-02,Carte du Bas-Dahomey. Grand-Popo,B335222107_10_04_12_02_001.jp2,,11280/bbd26df4,129.6,,,,,,,,6.68,6.11,1.49,1.95,,
191,Lot 1,09124241X,10-04-12-03,Carte du Bas-Dahomey. Ouidah,B335222107_10_04_12_03_001.jp2,,11280/b4a8aa70,134.5,,,,,,,,6.67,6.12,1.94,2.4,,
192,Lot 1,91249147,10-04-12-04,Carte du Bas-Dahomey. Porto-Novo,B335222107_10_04_12_04_001.jp2,,11280/b1cd7122,126.7,,,,,,,,6.66,6.13,2.39,2.85,,
193,Lot 1,176347062,10-04-13-01,Afrique occidentale française-carte régulière. Grand-Popo,B335222107_10_04_13_01_001.jp2,,11280/bb342f27,121.0,,,,,,,,6.51,6.0,1.49,1.99,,
194,Lot 1,176348441,10-04-13-02,Afrique occidentale française-carte régulière. Parahoué,B335222107_10_04_13_02_001.jp2,,11280/a83d3b0c,122.9,,,,,,,,7.01,6.5,1.49,2.0,,
195,Lot 1,176347739,10-04-13-03,Afrique occidentale française-carte régulière. Cotonou,B335222107_10_04_13_03_001.jp2,,11280/743c0891,123.1,,,,,,,,6.51,6.0,1.96,2.5,,
196,Lot 1,176349332,10-04-13-04,Afrique occidentale française-carte régulière. Porto-Novo,B335222107_10_04_13_04_001.jp2,,11280/fdf86dfb,121.2,,,,,,,,6.5,6.0,2.5,3.0,,
197,Lot 1,176348840,10-04-13-05,Afrique occidentale française-carte régulière. Allada,B335222107_10_04_13_05_001.jp2,,11280/76040b12,123.6,,,,,,,,7.02,6.49,1.99,2.51,,
198,Lot 1,176349138,10-04-13-06,Afrique occidentale française-carte régulière. Pobé,B335222107_10_04_13_06_001.jp2,,11280/71ddad95,124.3,,,,,,,,7.0,6.5,2.48,3.01,,
199,Lot 1,129218227,10-04-14-01,Carte du Dahomey dressée par A. Meunier. Haut Dahomey (ouest),B335222107_10_04_14_01_001.jp2,,11280/db1bb351,170.4,,,,,,,,14.0,9.95,-0.79,2.12,,
200,Lot 1,129218227,10-04-14-02,Carte du Dahomey dressée par A. Meunier. Haut Dahomey (est),B335222107_10_04_14_02_001.jp2,,11280/bccf90de,167.3,,,,,,,,14.02,10.0,1.97,4.96,,
201,Lot 1,129218227,10-04-14-03,Carte du Dahomey dressée par A. Meunier. Bas Dahomey,B335222107_10_04_14_03_001.jp2,,11280/580666e7,170.9,,,,,,,,10.02,5.96,0.92,3.79,,
202,Lot 1,176267379,10-04-15-01,Mission au Dahomey (21 novembre-28 décembre 1889). Itinéraire suivi par M. Bayol de Kotonou à Abomey,B335222107_10_04_15_01_001.jp2,,11280/d23d7c3a,72.9,,,,,,,,7.27,6.25,1.81,2.75,,
203,Lot 1,176274138,10-04-15-02,Mission du Commandant Decoeur entre le Dahomey et le Niger,B335222107_10_04_15_02_001.jp2,,11280/271b4244,156.3,,,,,,,,14.81,5.88,-1.12,6.85,,
204,Lot 1,176290230,10-04-15-03,Carte du Haut-Dahomey,B335222107_10_04_15_03_001.jp2,,11280/4e72ea44,57.1,,,,,,,,13.06,8.33,-0.08,5.33,,
205,Lot 1,114276307,10-05-01-01,Carte géologique de la presqu'île du Cap Vert (Sénégal),B335222107_10_05_01_01_001.jp2,,11280/c4fee1da,163.7,,,,,,,,,,,,,
206,Lot 1,114276307,10-05-01-01,Carte géologique de la presqu'île du Cap Vert (Sénégal) (notice),B335222107_10_05_01_01_002.jp2,,11280/abe6a92e,56.1,,,,,,,,,,,,,Notice
207,Lot 1,144759632,10-05-01-02,Carte géologique du bassin de la Falémé,B335222107_10_05_01_02_001.jp2,,11280/dacca8c8,86.4,,,,,,,,15.09,12.7,-12.67,-11.6,,
208,Lot 1,177065176,10-05-02-01,Sénégal,B335222107_10_05_02_01_001.jp2,,11280/5de60119,51.5,,,,,,,,16.65,12.13,-18.54,-10.71,,
209,Lot 1,174608764,10-05-02-02,Carte de la Casamance et de la région nord de la Guinée portugaise. Carabane,B335222107_10_05_02_02_001.jp2,,11280/d6edaa76,115.1,,,,,,,,13.08,12.11,-17.22,-15.89,,
210,Lot 1,174608764,10-05-02-03,Carte de la Casamance et de la région nord de la Guinée portugaise. Sedhiou,B335222107_10_05_02_03_001.jp2,,11280/79f1f0f1,110.8,,,,,,,,13.08,12.1,-15.97,-14.85,,
211,Lot 1,174938578,10-05-03-01,Carte schématique du balisage du fleuve Sénégal. De Saint-Louis à Podor. De Saint-Louis à l'île Lamenayo,B335222107_10_05_03_01_001.jp2,,11280/33efff83,178.6,,,,,,,,,,,,,
212,Lot 1,17493761X,10-05-03-02,Carte schématique du balisage du fleuve Sénégal. De Podor à Saldé. De l'île Lamenayo à Saldé,B335222107_10_05_03_02_001.jp2,,11280/9b79ca45,179.3,,,,,,,,,,,,,
213,Lot 1,174936524,10-05-03-03,Carte schématique du balisage du fleuve Sénégal. De Saldé à Matam-Bakel. De Saldé à l'île Padalal,B335222107_10_05_03_03_001.jp2,,11280/fe4cdbba,181.1,,,,,,,,,,,,,
214,Lot 1,174934998,10-05-03-04,Carte schématique du balisage du fleuve Sénégal. De Bakel à Kayes. De l'île Padalal à Kayes,B335222107_10_05_03_04_001.jp2,,11280/afdf9ace,181.9,,,,,,,,,,,,,
215,Lot 1,174949766,10-05-04-01,Sénégal. Itinéraire de Médine à Makan Diambougou,B335222107_10_05_04_01_001.jp2,,11280/a77aa391,142.1,,,,,,,,14.47,13.37,-11.6,-10.24,,
216,Lot 1,174949766,10-05-04-02,Sénégal. Itinéraire de Médine à Makan Diambougou,B335222107_10_05_04_02_001.jp2,,11280/5000323b,143.0,,,,,,,,13.91,12.8,-10.49,-9.21,,
217,Lot 1,174805373,10-05-05-01,Fouta central. Ligne télégraphique de Saldé à Matam,B335222107_10_05_05_01_001.jp2,,11280/b0c3f6e6,75.2,,,,,,,,16.38,15.63,-14.2,-13.18,,
218,Lot 1,177128674,10-05-06-01,"Profils en long. 1° de Bafoulabé à Nango par Kita, le Birgo et le Manding ; 2° de Kita au Niger par le Bélédougou",B335222107_10_05_06_01_001.jp2,,11280/73fa20f8,73.1,,,,,,,,,,,,,
219,Lot 1,177129808,10-05-06-02,Profils en long. 1° de Bafoulabé à Kita par Goniokori ; 2° de Bafoulabé à Kita par le Gangaran,B335222107_10_05_06_02_001.jp2,,11280/3c27be93,65.9,,,,,,,,,,,,,
220,Lot 1,177144939,10-05-07-01,Gué de Toukoto. Rivière de Bakhoy-Route de Bafloulabé à Kita,B335222107_10_05_07_01_001.jp2,,11280/bf2acb65,53.2,,,,,,,,,,,,,
221,Lot 1,17714419X,10-05-07-02,Bagniakadougou,B335222107_10_05_07_02_001.jp2,,11280/d0b939ea,53.4,,,,,,,,,,,,,
222,Lot 1,177143118,10-05-07-03,Gué de Noya. Rivière de Bakhoy-Route de Kita à Fatafi,B335222107_10_05_07_03_001.jp2,,11280/0015a137,52.9,,,,,,,,,,,,,
223,Lot 1,177142065,10-05-07-04,"Logo. Sabouciré, capitale du Logo",B335222107_10_05_07_04_001.jp2,,11280/4f99907d,52.7,,,,,,,,,,,,,
224,Lot 1,177140852,10-05-07-05,Khasso. Médine,B335222107_10_05_07_05_001.jp2,,11280/b255b6db,54.8,,,,,,,,,,,,,
225,Lot 1,177139900,10-05-07-06,Gangaran,B335222107_10_05_07_06_001.jp2,,11280/0937db40,53.9,,,,,,,,,,,,,
226,Lot 1,177139153,10-05-07-07,Reconnaissance d'un gué entre Bafoulabé et Mahina,B335222107_10_05_07_07_001.jp2,,11280/6ba60faf,51.6,,,,,,,,,,,,,
227,Lot 1,177138955,10-05-07-08,Environs de Bafoulabé,B335222107_10_05_07_08_001.jp2,,11280/5d417a33,53.4,,,,,,,,,,,,,
228,Lot 1,177131209,10-05-07-09,Fatafi [et] Koubokoto,B335222107_10_05_07_09_001.jp2,,11280/c8ebf82b,53.3,,,,,,,,,,,,,
229,Lot 1,174789025,10-05-07-10,Environs de Mourgoula et Sitacoto,B335222107_10_05_07_10_001.jp2,,11280/2aae2d1e,51.9,,,,,,,,,,,,,
230,Lot 1,176774904,10-05-07-11,Itinéraire de Kita à Mourgoula,B335222107_10_05_07_11_001.jp2,,11280/83f12b97,70.4,,,,,,,,13.14,12.53,-9.49,-9.14,,
231,Lot 1,176777822,10-05-07-12,Environs de Kita,B335222107_10_05_07_12_001.jp2,,11280/08978726,65.9,,,,,,,,13.12,12.96,-9.6,-9.41,,
232,Lot 1,17677887X,10-05-07-13,Environs de Médine,B335222107_10_05_07_13_001.jp2,,11280/d10ef71d,76.1,,,,,,,,,,,,,
233,Lot 1,176769196,10-05-08-01,Plan de la ville de Dakar au 5 000e d'après photo-aérienne,B335222107_10_05_08_01_001.jp2,,11280/66ec7d9b,166.1,,,,,,,,16.68,14.65,-17.45,-17.42,,
234,Lot 1,17683060X,10-05-09-01,Cartographie régulière. Afrique Occidentale Française. Ziguinchor,B335222107_10_05_09_01_001.jp2,,11280/2bf4e888,158.1,,,,,,,,13.0,12.02,-17.08,-15.97,,
235,Lot 1,176830464,10-05-09-02,Cartographie régulière. Afrique Occidentale Française. Sedhiou,B335222107_10_05_09_02_001.jp2,,11280/8d01d466,160.5,,,,,,,,13.05,11.85,-15.98,-14.96,,
236,Lot 1,176830308,10-05-09-03,Cartographie régulière. Afrique Occidentale Française. Nioro du Rip,B335222107_10_05_09_03_001.jp2,,11280/2da80226,163.5,,,,,,,,14.0,12.99,16.01,-15.0,,
237,Lot 1,176830154,10-05-09-04,Cartographie régulière. Afrique Occidentale Française. Maka,B335222107_10_05_09_04_001.jp2,,11280/518dcfdf,162.9,,,,,,,,14.01,12.99,-15.0,-13.99,,
238,Lot 1,176829873,10-05-09-05,Cartographie régulière. Afrique Occidentale Française. Tambacounda,B335222107_10_05_09_05_001.jp2,,11280/41269453,167.0,,,,,,,,14.0,13.0,-14.0,-13.0,,
239,Lot 1,176829806,10-05-09-06,Cartographie régulière. Afrique Occidentale Française. Dakar,B335222107_10_05_09_06_001.jp2,,11280/d8bf60b1,154.3,,,,,,,,15.0,14.0,-18.0,-17.0,,
240,Lot 1,176829644,10-05-09-07,Cartographie régulière. Afrique Occidentale Française. Kaffrine,B335222107_10_05_09_07_001.jp2,,11280/781066ac,165.6,,,,,,,,14.97,13.98,-16.0,-14.99,,
241,Lot 1,176829210,10-05-09-08,Cartographie régulière. Afrique Occidentale Française. Louga,B335222107_10_05_09_08_001.jp2,,11280/41214dd3,153.3,,,,,,,,16.0,15.0,-17.0,-16.0,,
242,Lot 1,177038152,10-05-10-01,Signes conventionnels et écritures pour la carte du Sénégal au 100 000e,B335222107_10_05_10_01_001.jp2,,11280/2f57331a,51.8,,,,,,,,,,,,,
243,Lot 1,176972811,10-05-10-02,Tableau d'assemblage de la carte du sénégal au 100 000° en cours d'exécution,B335222107_10_05_10_02_001.jp2,,11280/14d93624,37.8,,,,,,,,16.66,13.4,-17.59,-15.72,,
244,Lot 1,11411997X,10-05-10-03,N'Diago,B335222107_10_05_10_03_001.jp2,,11280/a9cb728e,135.6,,,,,,,,16.65,16.11,-16.65,-16.2,,
245,Lot 1,114123683,10-05-10-04,Ross,B335222107_10_05_10_04_001.jp2,,11280/f974e081,136.1,,,,,,,,16.65,16.11,-16.2,-15.75,,
246,Lot 1,114124329,10-05-10-05,Saint-Louis,B335222107_10_05_10_05_001.jp2,,11280/03b109c9,140.6,,,,,,,,16.11,15.57,-16.65,-16.2,,
247,Lot 1,176955488,10-05-10-06,Mérinaghen,B335222107_10_05_10_06_001.jp2,,11280/1b91494b,140.2,,,,,,,,16.11,15.56,-16.24,-15.6,,
248,Lot 1,176956018,10-05-10-07,N'Bétète,B335222107_10_05_10_07_001.jp2,,11280/3ad12cc4,137.3,,,,,,,,15.57,15.03,-17.11,-16.66,,
249,Lot 1,176956964,10-05-10-08,Kelle,B335222107_10_05_10_08_001.jp2,,11280/0608f94a,138.3,,,,,,,,15.57,15.03,-16.66,-16.21,,
250,Lot 1,176961186,10-05-10-09,N'Diagne,B335222107_10_05_10_09_001.jp2,,11280/0c46640d,140.5,,,,,,,,15.57,15.02,-16.2,-15.73,,
251,Lot 1,114042543,10-05-10-10,Dakar,B335222107_10_05_10_10_001.jp2,,11280/91ccfbd3,139.1,,,,,,,,15.04,14.47,-17.57,-17.08,,
252,Lot 1,114124825,10-05-10-11,Thiès,B335222107_10_05_10_11_001.jp2,,11280/20e26e37,141.9,,,,,,,,15.04,14.48,-17.11,-16.65,,
253,Lot 1,17696519X,10-05-10-12,Diourbel,B335222107_10_05_10_12_001.jp2,,11280/103d2899,138.4,,,,,,,,15.03,14.48,-16.64,-16.2,,
254,Lot 1,176965750,10-05-10-13,Kaël,B335222107_10_05_10_13_001.jp2,,11280/c1820b70,139.1,,,,,,,,15.03,14.49,-16.2,-15.77,,
255,Lot 1,114273073,10-05-10-14,Nianing,B335222107_10_05_10_14_001.jp2,,11280/abfa501f,137.0,,,,,,,,14.48,13.95,-17.1,-16.65,,
256,Lot 1,176967060,10-05-10-15,Fatick,B335222107_10_05_10_15_001.jp2,,11280/73a38ea2,133.2,,,,,,,,14.49,13.94,-16.65,-16.19,,
257,Lot 1,176967664,10-05-10-16,Kaolack,B335222107_10_05_10_16_001.jp2,,11280/2add6485,132.4,,,,,,,,14.49,13.94,-16.19,-15.74,,
258,Lot 1,176969020,10-05-10-17,Sangomar,B335222107_10_05_10_17_001.jp2,,11280/97693b91,133.5,,,,,,,,13.94,13.4,-17.11,-16.64,,
259,Lot 1,176969985,10-05-10-18,Messira,B335222107_10_05_10_18_001.jp2,,11280/182d7b17,138.4,,,,,,,,13.95,13.41,-16.66,-16.19,,
260,Lot 1,176970649,10-05-10-19,Nioro,B335222107_10_05_10_19_001.jp2,,11280/c99a77d1,129.2,,,,,,,,13.97,13.4,-16.21,-15.74,,
261,Lot 1,185882242,10-06-01-01,Mission Hourst. Cours du Niger de Tombouctou à Boussa. Bourem,B335222107_10_06_01_01_001.jp2,,11280/96cefc51,76.2,,,,,,,,,,,,,
262,Lot 1,185882242,10-06-01-02,Mission Hourst. Cours du Niger de Tombouctou à Boussa. Kagha,B335222107_10_06_01_02_001.jp2,,11280/6d9c0d3f,76.8,,,,,,,,,,,,,
263,Lot 1,185882242,10-06-01-03,Mission Hourst. Cours du Niger de Tombouctou à Boussa. Minkiri,B335222107_10_06_01_03_001.jp2,,11280/e94150d7,76.1,,,,,,,,,,,,,
264,Lot 1,185882242,10-06-01-04,Mission Hourst. Cours du Niger de Tombouctou à Boussa. Goungoubéri,B335222107_10_06_01_04_001.jp2,,11280/9929aa1f,77.3,,,,,,,,,,,,,
265,Lot 1,185882242,10-06-01-05,Mission Hourst. Cours du Niger de Tombouctou à Boussa. Sahamar,B335222107_10_06_01_05_001.jp2,,11280/3016e65f,76.7,,,,,,,,,,,,,
266,Lot 1,185882242,10-06-01-06,Mission Hourst. Cours du Niger de Tombouctou à Boussa. Rhergo,B335222107_10_06_01_06_001.jp2,,11280/97fb41e9,77.1,,,,,,,,,,,,,
267,Lot 1,185882242,10-06-01-07,Mission Hourst. Cours du Niger de Tombouctou à Boussa. Sambo,B335222107_10_06_01_07_001.jp2,,11280/4f149fa0,77.1,,,,,,,,,,,,,
268,Lot 1,185882242,10-06-01-08,Mission Hourst. Cours du Niger de Tombouctou à Boussa. Titankoy,B335222107_10_06_01_08_001.jp2,,11280/64d36916,77.0,,,,,,,,,,,,,
269,Lot 1,185882242,10-06-01-09,Mission Hourst. Cours du Niger de Tombouctou à Boussa. Amgoudié,B335222107_10_06_01_09_001.jp2,,11280/e5073c7d,76.6,,,,,,,,,,,,,
270,Lot 1,185882242,10-06-01-10,Mission Hourst. Cours du Niger de Tombouctou à Boussa. Sallakoïra,B335222107_10_06_01_10_001.jp2,,11280/7bd26aa0,76.4,,,,,,,,,,,,,
271,Lot 1,185882242,10-06-01-11,Mission Hourst. Cours du Niger de Tombouctou à Boussa. Goumsa,B335222107_10_06_01_11_001.jp2,,11280/a9cb6fdd,76.3,,,,,,,,,,,,,
272,Lot 1,185882242,10-06-01-12,Mission Hourst. Cours du Niger de Tombouctou à Boussa. Koundouga,B335222107_10_06_01_12_001.jp2,,11280/5a5113db,76.9,,,,,,,,,,,,,
